CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location
50077025,ELITE LOUNGE & CAFE,Queens,252-09,UNION TURNPIKE,11426.0,9176507761,Fusion,12/13/2023,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,25.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.74365059002,-73.71833747112,413.0,23.0,157101.0,4173966.0,4085070040.0,QN43,POINT (-73.718337471117 40.743650590021)
50011009,JACQUELINE'S BAKERY RESTAURANT,Bronx,1579,WESTCHESTER AVENUE,10472.0,9173244753,Bakery Products/Desserts,12/13/2023,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,25.0,B,12/13/2023,08/27/2026,Cycle Inspection / Re-inspection,40.82894317398,-73.87653836353,209.0,17.0,5400.0,2025283.0,2037750001.0,BX08,POINT (-73.876538363534 40.828943173981)
50118748,BANGKOK DEGREE,Brooklyn,847,UNION STREET,11215.0,7185763962,Thai,12/13/2023,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,27.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.67470212078,-73.97606583565,306.0,39.0,15900.0,3324953.0,3009540046.0,BK37,POINT (-73.976065835651 40.674702120775)
50034109,XING LUNG CHINESE RESTAURANT,Bronx,3828B,DYRE AVENUE,10466.0,7183241014,Chinese,12/13/2023,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,13.0,A,12/13/2023,08/27/2026,Cycle Inspection / Re-inspection,40.8882899297,-73.83128022618,212.0,12.0,48400.0,2066455.0,2049500001.0,BX03,POINT (-73.831280226177 40.888289929701)
50006190,CHECKERS,Brooklyn,1146,LIBERTY AVENUE,11208.0,3475337800,Hamburgers,12/13/2023,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,8.0,A,12/13/2023,08/27/2026,Cycle Inspection / Initial Inspection,40.6787143011,-73.86689214538,305.0,37.0,118800.0,3327415.0,3042030016.0,BK83,POINT (-73.866892145376 40.678714301096)
50118545,LA FLOR DEL PARAISO,Queens,80-29,JAMAICA AVENUE,11421.0,9292756890,Spanish,12/13/2023,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,45.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.69220430583,-73.86176617011,409.0,32.0,1200.0,4181371.0,4088470375.0,QN53,POINT (-73.861766170107 40.69220430583)
50054418,KING'S JUICE BAR,Queens,955,SENECA AVENUE,11385.0,7187558729,"Juice, Smoothies, Fruit Salads",12/13/2023,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9.0,A,12/13/2023,08/27/2026,Cycle Inspection / Initial Inspection,40.69994007464,-73.90283845619,405.0,34.0,55700.0,4086226.0,4035730011.0,QN20,POINT (-73.902838456193 40.699940074643)
50099702,PAOLA'S OSTERIA,Manhattan,1246,MADISON AVENUE,10128.0,2129235820,Italian,12/13/2023,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,11.0,A,12/13/2023,08/27/2026,Cycle Inspection / Re-inspection,40.78311485898,-73.95717379714,108.0,4.0,15002.0,1046978.0,1015010056.0,MN40,POINT (-73.957173797144 40.783114858982)
41151839,JOE'S PIZZERIA RESTAURANT,Brooklyn,1121,LIBERTY AVENUE,11208.0,7182357373,Pizza,12/13/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,15.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.67857283635,-73.8679848347,305.0,37.0,118800.0,3093964.0,3041810004.0,BK83,POINT (-73.867984834697 40.678572836353)
50007468,TRIPLE 8 RESTAURANT,Bronx,736,EAST  152 STREET,10455.0,7189933233,Chinese,12/13/2023,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,15.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.81595141106,-73.90774437178,201.0,8.0,7300.0,2004562.0,2026430018.0,BX34,POINT (-73.907744371782 40.815951411055)
41338312,KING GARDEN RESTAURANT,Manhattan,4316,BROADWAY,10033.0,2127813862,Chinese,12/13/2023,Violations were cited in the following area(s).,05F,"Insufficient or no hot holding, cold storage or cold holding equipment provided to maintain Time/Temperature Control for Safety Foods (TCS) at required temperatures",Critical,30.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.85191781929,-73.93483006659,112.0,10.0,27100.0,1063931.0,1021640044.0,MN35,POINT (-73.934830066594 40.851917819285)
41006719,SQUARE DINER,Manhattan,33,LEONARD STREET,10013.0,2129257188,American,12/13/2023,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,7.0,A,12/13/2023,08/27/2026,Cycle Inspection / Initial Inspection,40.71840664723,-74.00734839364,101.0,1.0,3300.0,1079304.0,1001790042.0,MN24,POINT (-74.007348393635 40.718406647231)
41304936,DRAM SHOP,Brooklyn,339,9 STREET,11215.0,7187881444,American,12/13/2023,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,12.0,A,12/13/2023,08/27/2026,Cycle Inspection / Re-inspection,40.66863770698,-73.98519526429,306.0,39.0,13700.0,3022138.0,3010050063.0,BK37,POINT (-73.985195264291 40.668637706981)
50049494,LARINA PASTIFICIO & VINO,Brooklyn,387,MYRTLE AVENUE,11205.0,7188520001,Italian,12/13/2022,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,18.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.6931594303,-73.97048777897,302.0,35.0,18700.0,3058178.0,3020460093.0,BK68,POINT (-73.970487778973 40.693159430301)
50070220,SUSHI LIN,Brooklyn,335,FLATBUSH AVENUE,11217.0,3476276027,Japanese,12/13/2022,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,7.0,A,12/13/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.67772614794,-73.97285246846,308.0,35.0,16100.0,3028688.0,3011570004.0,BK64,POINT (-73.972852468463 40.677726147937)
50115413,RONY'S FRESH PIZZA,Manhattan,355,7 AVENUE,10001.0,3474756276,Pizza,12/13/2022,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,22.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.74826968263,-73.99258694524,105.0,3.0,9500.0,1015153.0,1008050097.0,MN17,POINT (-73.992586945235 40.748269682625)
50057982,KI SUSHI,Brooklyn,282,FLATBUSH AVENUE,11217.0,7182301381,Japanese,12/13/2022,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,10.0,A,12/13/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.67849207381,-73.97342179154,306.0,39.0,16100.0,3018942.0,3009390031.0,BK64,POINT (-73.973421791537 40.678492073806)
41628404,F. OTTOMANELLI,Queens,60-15,WOODSIDE AVENUE,11377.0,7184467489,Hamburgers,12/13/2022,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,21.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.74506803172,-73.90428452151,402.0,26.0,25900.0,4030037.0,4012930001.0,QN63,POINT (-73.904284521508 40.745068031723)
50108223,THE BEARDED BAKER,Brooklyn,8,SAINT MARKS PLACE,11217.0,7188585160,Bakery Products/Desserts,12/13/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,A,12/13/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.6825752122,-73.98193277431,302.0,39.0,12700.0,3336057.0,3003957502.0,BK38,POINT (-73.981932774314 40.682575212196)
50048806,WIN SON,Brooklyn,159,GRAHAM AVENUE,11206.0,3474576010,Asian/Asian Fusion,12/13/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,12/13/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.70743845739,-73.94323157973,301.0,34.0,50500.0,3071122.0,3030520026.0,BK90,POINT (-73.943231579728 40.707438457394)
50070576,BROOKLYN ROASTING COMPANY,Brooklyn,38,WASHINGTON AVENUE,11205.0,7188551000,Coffee/Tea,12/13/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,12/13/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.69745150069,-73.96769097309,302.0,35.0,54300.0,3334432.0,3018740030.0,BK99,POINT (-73.967690973089 40.697451500687)
41262792,POPEYES,Manhattan,601,WEST  172 STREET,10032.0,2127811570,Chicken,12/13/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A,12/13/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.84357016293,-73.93813449338,112.0,10.0,25300.0,1063468.0,1021410048.0,MN36,POINT (-73.938134493379 40.843570162929)
50002767,THE SKYLARK,Manhattan,530,FASHION AVENUE,10018.0,2122574577,American,12/13/2022,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10.0,A,12/13/2022,08/27/2026,Cycle Inspection / Re-inspection,40.75384395979,-73.98855102968,105.0,3.0,11300.0,1014485.0,1007880049.0,MN17,POINT (-73.988551029682 40.753843959794)
50089228,GINBO'S HAMBURGER HOUSE,Bronx,252,SAINT ANNS AVENUE,10454.0,3478796572,Hamburgers,12/13/2022,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,32.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.80711235165,-73.91727143425,201.0,8.0,2702.0,2003622.0,2025510001.0,BX39,POINT (-73.91727143425 40.807112351652)
50104827,SOCIAL HOUSE CAFE,Brooklyn,60,BROADWAY,11249.0,9292950397,Coffee/Tea,12/13/2022,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,9.0,A,12/13/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.71057388735,-73.96642573337,301.0,33.0,54900.0,3059506.0,3021307501.0,BK73,POINT (-73.966425733368 40.710573887351)
50095143,JOONG KOOG JIP,Queens,203-16,NORTHERN BOULEVARD,11361.0,7184282221,Korean,12/13/2022,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,31.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.7575439093,-73.77946846241,411.0,19.0,146300.0,4125218.0,4055440022.0,QN46,POINT (-73.779468462414 40.757543909304)
41530819,FRANK & DANNY'S PIZZERIA,Staten Island,4369,AMBOY ROAD,10312.0,7183171100,Italian,12/13/2022,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12.0,A,12/13/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.5451225968,-74.16096686049,503.0,51.0,14604.0,5073190.0,5054970007.0,SI54,POINT (-74.160966860492 40.545122596796)
40815044,IRON CHEF HOUSE,Brooklyn,92,CLARK STREET,11201.0,7188588517,Japanese,12/13/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,28.0,C,12/13/2022,08/27/2026,Cycle Inspection / Re-inspection,40.69732131646,-73.99253853731,302.0,33.0,502.0,3001897.0,3002370041.0,BK09,POINT (-73.992538537314 40.697321316462)
41016585,HQ CLUB,Manhattan,552,WEST   38 STREET,10018.0,2129674646,American,12/13/2022,No violations were recorded at the time of this inspection.,,,Not Applicable,0.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.75798088191,-73.99939719507,104.0,3.0,9900.0,1012519.0,1007090066.0,MN13,POINT (-73.999397195068 40.757980881908)
41549545,IL SOGNO ITALIANO RISTORANTE,Staten Island,26,JEFFERSON BOULEVARD,10312.0,7183567800,Italian,12/13/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,12/13/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.54137541832,-74.17799732301,503.0,51.0,17005.0,5080616.0,5062570010.0,SI01,POINT (-74.177997323014 40.541375418324)
40367189,KENN'S BROOME STREET BAR,Manhattan,363,WEST BROADWAY,10013.0,2129252086,American,12/13/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,10.0,A,12/13/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.72311686096,-74.00312428099,102.0,1.0,4700.0,1007063.0,1004750012.0,MN24,POINT (-74.003124280993 40.723116860955)
40545555,PC'S BAR AND GRILL,Brooklyn,7215,5 AVENUE,11209.0,9177537236,American,12/13/2022,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,28.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.63150245842,-74.02179659591,310.0,43.0,13000.0,3147454.0,3059100004.0,BK31,POINT (-74.021796595907 40.631502458423)
41624356,MOCHA HOOKAH CAFE,Brooklyn,183,ATLANTIC AVENUE,11201.0,7186246764,Middle Eastern,12/13/2022,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,43.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.69002302789,-73.99356704359,302.0,33.0,900.0,3002770.0,3002760011.0,BK09,POINT (-73.993567043591 40.69002302789)
50055936,ZABB PUTAWN,Manhattan,1584,1 AVENUE,10028.0,2129888800,Thai,12/13/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,21.0,B,12/13/2022,08/27/2026,Cycle Inspection / Re-inspection,40.77452408548,-73.95107396908,108.0,5.0,13600.0,1050404.0,1015620004.0,MN32,POINT (-73.951073969079 40.774524085484)
50106520,HADRAMOUT,Brooklyn,172,ATLANTIC AVENUE,11201.0,3472543607,Middle Eastern,12/13/2022,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,19.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.69002852246,-73.993657191,306.0,39.0,4500.0,3002977.0,3002860012.0,BK33,POINT (-73.993657190998 40.69002852246)
50057094,SUPREMA,Manhattan,305,BLEECKER STREET,10014.0,6469644994,American,12/13/2022,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,10.0,A,12/13/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.73259451813,-74.00377060023,102.0,3.0,7300.0,1010180.0,1005910004.0,MN23,POINT (-74.003770600231 40.73259451813)
50102850,LA TAQUERIA,Brooklyn,572,GRAND STREET,11211.0,2123616164,Mexican,12/13/2022,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,14.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.71111926089,-73.94922697962,301.0,34.0,51300.0,3069511.0,3027850029.0,BK73,POINT (-73.94922697962 40.711119260893)
50038715,SUBWAY,Manhattan,1613,2 AVENUE,10028.0,6462443736,Sandwiches,12/13/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,11.0,A,12/13/2022,08/27/2026,Cycle Inspection / Re-inspection,40.77635009789,-73.95286709569,108.0,5.0,13800.0,1048709.0,1015290026.0,MN32,POINT (-73.95286709569 40.776350097887)
41682200,PEKING TASTE,Staten Island,262,ARDEN AVENUE,10312.0,7189848600,Chinese,12/13/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.55307625308,-74.19173172544,503.0,51.0,17010.0,5107725.0,5060250035.0,SI48,POINT (-74.191731725436 40.553076253076)
50082095,HORTUS NYC,Manhattan,271,5 AVENUE,10016.0,6468583784,Asian/Asian Fusion,12/13/2022,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,28.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.74554634197,-73.98665055286,105.0,4.0,7400.0,1016923.0,1008590003.0,MN17,POINT (-73.98665055286 40.74554634197)
50119838,LA FLOR DEL CANARIO RESTAURANT,Brooklyn,2225,PITKIN AVENUE,11207.0,7184855000,Latin American,12/13/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19.0,B,12/13/2022,08/27/2026,Cycle Inspection / Re-inspection,40.67273615132,-73.89018149462,305.0,37.0,115200.0,3088794.0,3039940035.0,BK82,POINT (-73.890181494623 40.672736151322)
41159801,BUDDAKAN,Manhattan,75,9 AVENUE,10011.0,2129896699,Asian/Asian Fusion,12/13/2022,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12.0,A,12/13/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.74186904023,-74.00471300674,104.0,3.0,8300.0,1012541.0,1007130001.0,MN13,POINT (-74.004713006739 40.741869040229)
50058819,FAMOUS FAMIGLIA PIZZERIA,Manhattan,1248,LEXINGTON AVENUE,10028.0,2127377777,Pizza,12/13/2022,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12.0,A,12/13/2022,08/27/2026,Cycle Inspection / Re-inspection,40.77827285406,-73.95648366598,108.0,4.0,14801.0,1047673.0,1015130016.0,MN40,POINT (-73.95648366598 40.77827285406)
50101167,SANT AMBROEUS,Manhattan,200,VESEY STREET,10281.0,2127320907,Italian,12/13/2022,Violations were cited in the following area(s).,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",Not Critical,14.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.7144396459,-74.01549311002,101.0,1.0,31703.0,1000059.0,1000160140.0,MN25,POINT (-74.015493110018 40.714439645901)
41185348,BLIND TIGER,Manhattan,281,BLEECKER STREET,10014.0,2124624682,American,12/13/2022,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,10.0,A,12/13/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.7317793372,-74.00330870617,102.0,3.0,6700.0,1010152.0,1005900049.0,MN23,POINT (-74.003308706172 40.731779337195)
50044054,SYNDICATED,Brooklyn,46,BOGART STREET,11206.0,7183863399,American,12/13/2022,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12.0,A,12/13/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.70503138154,-73.93320691933,301.0,34.0,45300.0,3000000.0,3031020001.0,BK77,POINT (-73.933206919331 40.705031381537)
50088692,MILK BURGER,Bronx,148,BRUCKNER BOULEVARD,10454.0,2123601988,American,12/13/2022,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12.0,A,12/13/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.80369161906,-73.92004979518,201.0,8.0,1900.0,2000005.0,2022600018.0,BX39,POINT (-73.920049795182 40.803691619059)
40720911,ANOTHEROOM,Manhattan,249,WEST BROADWAY,10013.0,2122261418,American,12/13/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,12/13/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.71985322873,-74.00579731265,101.0,1.0,3300.0,1002183.0,1001910018.0,MN24,POINT (-74.005797312648 40.719853228729)
50114687,KONDITORI,Brooklyn,187,5 AVENUE,11217.0,3472234102,Coffee/Tea,12/13/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,12.0,A,12/13/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.67694262689,-73.98008483473,306.0,39.0,13100.0,3019768.0,3009530010.0,BK37,POINT (-73.980084834734 40.676942626889)
50037812,ELITE PASTRIES CAFE,Queens,47-36,BELL BOULEVARD,11361.0,7184234400,Bakery Products/Desserts,12/13/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,12/13/2022,08/27/2026,Cycle Inspection / Initial Inspection,40.75638938755,-73.76747420196,411.0,19.0,144700.0,4157334.0,4073300038.0,QN46,POINT (-73.76747420196 40.756389387545)
50080459,EASTVILLE,Brooklyn,487,ATLANTIC AVENUE,11217.0,3478895226,American,12/13/2022,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,12.0,A,12/13/2022,08/27/2026,Cycle Inspection / Re-inspection,40.68567949997,-73.98160381296,302.0,33.0,3900.0,3000761.0,3001790047.0,BK38,POINT (-73.981603812956 40.685679499968)
40978159,CANDLE 79,Manhattan,154,EAST   79 STREET,10075.0,2125377179,Vegan,12/13/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11.0,A,12/13/2018,08/27/2026,Cycle Inspection / Re-inspection,40.77477128877,-73.95848619352,108.0,4.0,14000.0,1043255.0,1014130051.0,MN40,POINT (-73.958486193519 40.774771288771)
41110219,MBJ FOOD SERVICE,Queens,29-10,THOMPSON AVENUE,11101.0,7184825952,American,12/13/2017,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,12.0,A,12/13/2017,08/27/2026,Cycle Inspection / Re-inspection,40.74520901375,-73.93760184195,402.0,26.0,100.0,4003516.0,4002730001.0,QN31,POINT (-73.937601841948 40.745209013747)
50113496,THE POINT AFRICAN RESTAURANT,Bronx,2037,WEBSTER AVENUE,10457.0,3472701985,African,12/12/2025,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12.0,A,12/12/2025,08/27/2026,Cycle Inspection / Re-inspection,40.85101630507,-73.89895525155,205.0,15.0,37900.0,2013299.0,2031420070.0,BX41,POINT (-73.898955251553 40.851016305071)
50044072,AVE P COFFEE SHOP,Brooklyn,401,AVENUE P,11223.0,3476735506,American,12/12/2025,Violations were cited in the following area(s).,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,13.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.60885952846,-73.97260326408,312.0,44.0,43800.0,3174726.0,3066080052.0,BK46,POINT (-73.972603264084 40.608859528455)
50048540,LA COLOMBE,Manhattan,154,PRINCE STREET,10012.0,6466907334,Coffee/Tea,12/12/2025,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.72589185655,-74.00117255631,102.0,1.0,4900.0,1007733.0,1005020023.0,MN24,POINT (-74.001172556313 40.725891856553)
50122284,SABOR CARIBE RESTAURANT,Brooklyn,736,NOSTRAND AVENUE,11216.0,7187735238,Latin American,12/12/2025,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,44.0,,,08/27/2026,Cycle Inspection / Initial Inspection,40.67355195622,-73.95016055013,308.0,36.0,31701.0,3031219.0,3012330054.0,BK61,POINT (-73.950160550133 40.673551956215)
50036141,MY BAKERY NY,Brooklyn,5902,7 AVENUE,11220.0,7184365318,Bakery Products/Desserts,12/12/2025,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,9.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.63730644884,-74.01126315824,307.0,43.0,10200.0,3016347.0,3008650041.0,BK34,POINT (-74.01126315824 40.637306448837)
50149183,PITA GRILL BK,Brooklyn,77,NORMAN AVENUE,11222.0,5164235543,Mediterranean,12/12/2025,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,5.0,A,12/12/2025,08/27/2026,Cycle Inspection / Initial Inspection,40.7252259812,-73.95238747317,301.0,33.0,56100.0,3065602.0,3026190034.0,BK76,POINT (-73.952387473174 40.725225981197)
